youtube_link,event_name,red_team_1,red_team_2,red_team_3,blue_team_1,blue_team_2,blue_team_3,red_auto_points,blue_auto_points,red_score,blue_score
https://www.youtube.com/watch?v=NSWVoO4ZDEs,Rocket City Regional,2783,4028,7111,2338,4020,10011,37,51,124,143
https://www.youtube.com/watch?v=1FpcfKgS3kw,Rocket City Regional,2783,4028,7111,2338,4020,10011,30,44,144,149
https://www.youtube.com/watch?v=mAbsfvQlhaw,Rocket City Regional,5045,34,4020,2973,6107,9410,27,3,129,37
https://www.youtube.com/watch?v=xrkAU-qZY-E,Rocket City Regional,538,2338,2973,3138,3843,4020,30,30,118,97
https://www.youtube.com/watch?v=ae-lJ4geVPg,Rocket City Regional,6107,6517,48,7428,8772,4028,9,30,67,126
https://www.youtube.com/watch?v=sRH7aAUy5Og,Rocket City Regional,8624,6302,325,4265,432,144,9,9,72,50
https://www.youtube.com/watch?v=UoCPIGg3_f4,Rocket City Regional,7111,2502,3814,5125,3966,3959,16,9,38,61
https://www.youtube.com/watch?v=YFcyYa0XFH8,Rocket City Regional,3630,7725,7072,744,4601,5005,16,3,76,34
https://www.youtube.com/watch?v=OY7I9H4PzLI,Rocket City Regional,9590,3824,3468,1038,34,9097,6,9,71,55
https://www.youtube.com/watch?v=9VK8nHMaMFo,Rocket City Regional,5045,3843,6107,7428,10011,3138,6,12,54,56
https://www.youtube.com/watch?v=R-_G8UFbIIM,Rocket City Regional,8772,2338,3058,2190,325,4265,33,19,123,84
https://www.youtube.com/watch?v=fvfTY7Sar8Y,Rocket City Regional,7111,5125,2783,6517,3814,432,23,6,90,35
https://www.youtube.com/watch?v=doCz1FUqBaU,Rocket City Regional,7072,3966,4601,48,2220,6302,10,12,97,98
https://www.youtube.com/watch?v=FMuWTpxC_eA,Rocket City Regional,3138,144,2190,3058,1038,2783,9,23,63,97
https://www.youtube.com/watch?v=HE6195z04J8,Rocket City Regional,1038,2502,3824,3959,9410,3630,16,16,58,99
https://www.youtube.com/watch?v=XllHMW_pD84,Rocket City Regional,538,7725,4020,8624,9590,3140,31,6,109,43
https://www.youtube.com/watch?v=Fm-SOusDgz4,Rocket City Regional,4028,744,9097,144,5005,2973,27,9,126,76
https://www.youtube.com/watch?v=AY6chm84n7c,Rocket City Regional,10011,5125,8772,34,3058,7111,9,12,43,47
https://www.youtube.com/watch?v=KS3qkF39G3Y,Rocket City Regional,3468,3138,4601,4265,3843,7072,6,3,38,30
https://www.youtube.com/watch?v=Fob8nV2v9A0,Rocket City Regional,3824,7428,2190,6302,3966,2502,16,9,81,83
https://www.youtube.com/watch?v=ZhXyHNK2eU0,Rocket City Regional,6107,432,8624,1038,6517,2338,9,37,47,139
https://www.youtube.com/watch?v=7_w9osPXr8o,Rocket City Regional,4028,144,2220,9590,4020,744,23,27,137,119
https://www.youtube.com/watch?v=5xPutHyybKA,Rocket City Regional,9097,3959,7725,5045,9410,325,9,25,66,113
https://www.youtube.com/watch?v=WROWtoMWB5g,Rocket City Regional,2973,48,3814,538,2783,5005,9,23,43,79
https://www.youtube.com/watch?v=AIvbeD93qx8,Rocket City Regional,48,3630,2338,10011,3468,6517,30,16,142,52
https://www.youtube.com/watch?v=Bum1FPPxuoU,Rocket City Regional,3630,4265,34,3140,7111,3843,9,3,61,22
https://www.youtube.com/watch?v=70opNdGFrx0,Rocket City Regional,8772,3138,1038,4601,6302,10011,9,6,69,33
https://www.youtube.com/watch?v=J8aH17vNdUE,Rocket City Regional,744,2220,3966,3468,2338,144,15,33,88,93
https://www.youtube.com/watch?v=WZVJVEEnv3o,Rocket City Regional,9410,4020,5125,6517,325,9590,37,16,159,77
https://www.youtube.com/watch?v=BfOo97mayN8,Rocket City Regional,6107,7725,3058,7428,538,432,12,16,56,60
https://www.youtube.com/watch?v=5y3GkSmaZ-4,Rocket City Regional,2783,3140,2973,2502,7072,3959,23,9,89,70
https://www.youtube.com/watch?v=f3xxWxdch1E,Rocket City Regional,4028,5045,2190,9097,3630,8624,23,9,107,63
https://www.youtube.com/watch?v=A4fy_5OH49w,Rocket City Regional,3814,3824,144,48,5005,3843,12,9,89,56
https://www.youtube.com/watch?v=CsNMnwTObrE,Rocket City Regional,6517,4265,3138,2220,34,9590,16,20,71,72
https://www.youtube.com/watch?v=uwfPTIh3c6Y,Rocket City Regional,325,4020,2338,7111,7428,1038,51,16,192,87
https://www.youtube.com/watch?v=oHpSPg8IbfA,Rocket City Regional,6302,538,3140,2220,7111,4601,6,13,46,61
https://www.youtube.com/watch?v=vofacV7uGuQ,Rocket City Regional,9410,538,4601,3959,2973,3468,17,9,65,74
https://www.youtube.com/watch?v=RQm066qkAbA,Rocket City Regional,3630,744,6302,2502,2783,6107,16,16,42,86
https://www.youtube.com/watch?v=-OXjpkKLwek,Rocket City Regional,4028,8624,10011,3814,7725,3966,30,13,117,72
https://www.youtube.com/watch?v=BUSpuTeOfh8,Rocket City Regional,2190,5005,8772,7072,5125,3140,15,6,52,58
https://www.youtube.com/watch?v=FQ9CukKfqck,Rocket City Regional,432,48,3058,9097,5045,3824,9,15,71,71
https://www.youtube.com/watch?v=lqYeAKVaV5o,Rocket City Regional,7111,2973,325,2220,3468,1038,9,9,68,116
https://www.youtube.com/watch?v=XOmhIHhlWdY,Rocket City Regional,34,6517,144,3138,2502,3630,9,12,71,93
https://www.youtube.com/watch?v=HuQNUvQmVf4,Rocket City Regional,7725,9410,4028,2338,6302,7428,29,37,39,129
https://www.youtube.com/watch?v=SK1UYU4NOdk,Rocket City Regional,4601,3843,2783,538,8624,5125,10,9,63,21
https://www.youtube.com/watch?v=yBPh5kTEBEw,Rocket City Regional,8772,3959,432,4020,48,3966,12,30,82,126
https://www.youtube.com/watch?v=du24Qz2Dyjo,Rocket City Regional,7428,9097,5005,3843,8772,8624,6,6,62,40
https://www.youtube.com/watch?v=9IywZjeZ3Cw,Rocket City Regional,3140,4265,3058,3814,744,5045,12,12,70,39
https://www.youtube.com/watch?v=WvXC_9J8MvI,Rocket City Regional,7072,10011,5005,6107,9097,9590,16,3,54,26
https://www.youtube.com/watch?v=9xUxhJOBHV8,Rocket City Regional,3824,7111,3630,2190,2973,7725,15,9,125,26
https://www.youtube.com/watch?v=KN8CYECRmPA,Rocket City Regional,2220,325,3138,2783,4028,34,16,34,105,140
https://www.youtube.com/watch?v=0eObK80bPFY,Rocket City Regional,144,1038,5125,48,8772,9410,9,12,73,70
https://www.youtube.com/watch?v=SDbUj_nLzoo,Rocket City Regional,7428,4601,8624,3468,3140,432,6,6,55,123
https://www.youtube.com/watch?v=WMdsd6JmRWQ,Rocket City Regional,4020,9097,2502,10011,4265,538,27,12,107,78
https://www.youtube.com/watch?v=57it1HDQYQI,Rocket City Regional,3843,744,6517,3959,2190,3814,16,9,63,26
https://www.youtube.com/watch?v=fNIpL5h32ms,Rocket City Regional,2338,9590,5045,7072,6302,3824,13,16,98,84
https://www.youtube.com/watch?v=X8itjV8fWRg,Rocket City Regional,5005,6107,7111,3966,3058,9410,9,23,52,100
https://www.youtube.com/watch?v=wgP0e5ZFtfk,Rocket City Regional,744,3959,4265,5125,4028,3824,6,27,50,103
https://www.youtube.com/watch?v=U6x5JR4kgtY,Rocket City Regional,432,2220,5125,3468,3630,7428,9,23,62,100
https://www.youtube.com/watch?v=zvaKe44sCKE,Rocket City Regional,7725,2502,4265,2783,144,48,26,23,65,126
https://www.youtube.com/watch?v=-WdnA-6tH7Y,Rocket City Regional,34,325,10011,2973,8624,744,16,6,108,19
https://www.youtube.com/watch?v=rWrOtp1afW0,Rocket City Regional,9590,3959,3138,3140,3824,8772,3,16,45,95
https://www.youtube.com/watch?v=o6SPJHRhizk,Rocket City Regional,3843,3058,538,1038,4028,7072,9,37,56,124
https://www.youtube.com/watch?v=FwcEy7LniuA,Rocket City Regional,2338,6107,3966,4601,9097,3814,74,6,114,24
https://www.youtube.com/watch?v=W_ofKXA7u-Y,Rocket City Regional,6302,5005,5045,2190,4020,6517,16,30,55,166
https://www.youtube.com/watch?v=Bv2593VEW0I,Rocket City Regional,10011,432,9410,2973,5125,4265,15,16,99,80
https://www.youtube.com/watch?v=VjXF_uSdnME,Rocket City Regional,7725,8624,3468,2502,8772,2220,9,16,45,81
https://www.youtube.com/watch?v=ycJHt-qIlTw,Rocket City Regional,3058,7428,7072,144,7111,3959,16,9,117,72
https://www.youtube.com/watch?v=865ShyYfxiA,Rocket City Regional,3814,7072,9590,325,432,2502,6,9,58,84
https://www.youtube.com/watch?v=cfyWxdinUdc,Rocket City Regional,744,6107,3140,9097,3138,48,9,16,46,37
https://www.youtube.com/watch?v=z9I8hNFq0Vk,Rocket City Regional,4020,1038,6302,5005,3814,34,30,9,122,42
https://www.youtube.com/watch?v=v7XPym4PS4Y,Rocket City Regional,6517,3966,3630,325,3824,538,23,15,111,88
https://www.youtube.com/watch?v=8WWL7chcoYQ,Rocket City Regional,2783,9590,2190,4601,4028,2338,9,44,82,168
https://www.youtube.com/watch?v=o_f-resLe80,Rocket City Regional,3843,2220,7428,5045,144,8772,16,9,105,63
https://www.youtube.com/watch?v=htH0Go0Rmbs,Rocket City Regional,8624,9410,7111,3138,7072,744,9,12,38,72
https://www.youtube.com/watch?v=VSiMxfEol4E,Rocket City Regional,5125,3468,9097,4020,3814,6107,9,30,58,110
https://www.youtube.com/watch?v=M-5HMQ9aiXk,Rocket City Regional,3966,1038,2973,3140,6517,7725,13,9,87,85
https://www.youtube.com/watch?v=b1ItQ8bCHJk,Rocket City Regional,3959,48,538,2338,2190,34,9,16,71,115
https://www.youtube.com/watch?v=Wee7qrLR-ZU,Rocket City Regional,2502,4601,5045,5005,3058,4028,22,23,49,142
https://www.youtube.com/watch?v=-Lu0xA9Cw3U,Rocket City Regional,3966,34,3468,7725,5045,2783,9,29,48,95
https://www.youtube.com/watch?v=MKd053WHm1Y,Rocket City Regional,432,9590,6302,325,3630,3843,6,16,52,115
https://www.youtube.com/watch?v=Mttn4PE7mNg,Rocket City Regional,4265,2783,7428,3824,10011,6107,37,16,136,85
https://www.youtube.com/watch?v=LFSOR8LkWok,Rocket City Regional,9410,3140,2220,3058,2190,10011,16,12,96,59
https://www.youtube.com/watch?v=wxIE3ZQqaq0,Rocket City Regional,3630,2220,3959,144,3468,4265,37,16,106,113
https://www.youtube.com/watch?v=1khslheZReI,Rocket City Regional,10011,2338,4020,2783,4028,7111,44,37,144,169
https://www.youtube.com/watch?v=pfi5eJB8ono,Rocket City Regional,144,3468,4265,7428,325,744,16,9,112,90
https://www.youtube.com/watch?v=SLzPc6VcWRw,Rocket City Regional,10011,2338,4020,144,3468,4265,51,12,191,106
https://www.youtube.com/watch?v=jhRR4h8X6kU,Rocket City Regional,10011,2338,4020,144,5045,4265,51,16,181,88
https://www.youtube.com/watch?v=mpj8ohAjucU,Rocket City Regional,325,7428,744,2502,1038,7072,23,23,110,88
https://www.youtube.com/watch?v=YXCaubpb-pA,Rocket City Regional,2783,4028,7111,3824,6517,3966,30,20,157,96
https://www.youtube.com/watch?v=0mnW-WjjzOI,Rocket City Regional,3630,2220,3959,3058,48,3140,33,13,116,109
https://www.youtube.com/watch?v=Ll1FJS2uX2k,Rocket City Regional,144,3468,4265,2502,1038,7072,23,16,135,103
https://www.youtube.com/watch?v=lZq5hrDbD9A,Rocket City Regional,3824,6517,3966,3058,48,3140,30,13,85,91
https://www.youtube.com/watch?v=DT52u2Q0LGM,Rocket City Regional,10011,2338,4020,7428,325,744,51,23,152,99
https://www.youtube.com/watch?v=jwDdgbh4uNo,Rocket City Regional,2783,4028,7111,3630,2220,3959,44,26,167,120
https://www.youtube.com/watch?v=sLeY4VAcymc,Rocket City Regional,7428,325,744,3058,48,3140,16,13,97,74
https://www.youtube.com/watch?v=q9D6zzas76g,Archimedes Division,8044,3940,2481,4391,2231,2338,56,58,259,255
https://www.youtube.com/watch?v=k2uCcFpLUJ4,Archimedes Division,8044,3940,2481,4391,2231,2338,56,58,259,255
https://www.youtube.com/watch?v=JUyl1bSHoZg,Archimedes Division,8044,3940,2481,4391,2231,2338,53,58,273,242
https://www.youtube.com/watch?v=FJDMw8vU3ks,Archimedes Division,4788,6548,4391,4585,2637,6340,44,37,223,140
https://www.youtube.com/watch?v=4YV2e7QRql0,Archimedes Division,836,2834,597,3940,11,1923,23,44,151,214
https://www.youtube.com/watch?v=KqXfpxIK6_A,Archimedes Division,4400,5990,5216,6369,5516,4329,58,58,235,213
https://www.youtube.com/watch?v=LOCBk_Rpecg,Archimedes Division,1756,1732,1114,2834,3940,4585,23,37,241,173
https://www.youtube.com/watch?v=KdKbzCUvvjY,Archimedes Division,1511,2638,5951,2590,987,4146,26,44,185,186
https://www.youtube.com/watch?v=6YX3tNkU8A8,Archimedes Division,10120,5801,3767,2637,7522,10466,23,40,176,156
https://www.youtube.com/watch?v=nccazpL--zs,Archimedes Division,2481,6548,4143,9459,341,1987,70,51,239,215
https://www.youtube.com/watch?v=prqUNmp45mg,Archimedes Division,2935,2851,597,2106,7211,117,16,44,137,208
https://www.youtube.com/watch?v=O0vSSRUDbDg,Archimedes Division,4391,766,9234,9408,3132,3620,50,44,194,174
https://www.youtube.com/watch?v=uJogTH5E028,Archimedes Division,4788,836,1701,9576,10079,1076,45,44,228,186
https://www.youtube.com/watch?v=oY3VTcWjZJI,Archimedes Division,3182,839,4270,4329,604,1727,40,33,217,234
https://www.youtube.com/watch?v=29MZHP3nYzs,Archimedes Division,4400,8044,2341,5298,3880,2342,51,30,212,149
https://www.youtube.com/watch?v=7mB37jJq_WM,Archimedes Division,1076,4270,341,3767,4146,5990,37,37,230,197
https://www.youtube.com/watch?v=nDWHoJZoGHY,Archimedes Division,11,4,6340,5516,386,2338,23,44,207,233
https://www.youtube.com/watch?v=N_6VKeno0cE,Archimedes Division,5990,1629,4028,3489,6014,2231,55,30,232,146
https://www.youtube.com/watch?v=yApr_qVHShU,Archimedes Division,6358,1923,2052,9126,6369,1197,41,51,218,239
https://www.youtube.com/watch?v=fR4KaxZhd04,Archimedes Division,2834,9583,5216,2601,5951,341,43,58,172,231
https://www.youtube.com/watch?v=VjNi_aShePQ,Archimedes Division,597,4146,3620,1756,7522,2481,40,52,131,247
https://www.youtube.com/watch?v=9r_u2eHMj-0,Archimedes Division,2935,1114,1511,9234,4788,9576,33,23,173,145
https://www.youtube.com/watch?v=vga7SS97Wtg,Archimedes Division,2935,1114,1511,9234,4788,9576,33,23,173,145
https://www.youtube.com/watch?v=C2E4mglG5M8,Archimedes Division,5801,4143,4391,1732,4270,987,19,37,260,283
https://www.youtube.com/watch?v=c-bBjuGGy9E,Archimedes Division,5801,4143,4391,1732,4270,987,19,37,260,283
https://www.youtube.com/watch?v=vCDezbL1dBw,Archimedes Division,10466,2342,4585,9459,1727,117,33,26,79,151
https://www.youtube.com/watch?v=CJ6Lbz4kFgU,Archimedes Division,10466,2342,4585,9459,1727,117,33,26,79,151
https://www.youtube.com/watch?v=A1OgVdc5qtw,Archimedes Division,6340,3182,766,10079,1987,8044,30,43,159,218
https://www.youtube.com/watch?v=GIxvE2g5wVs,Archimedes Division,386,1701,3880,2637,839,5990,44,30,191,223
https://www.youtube.com/watch?v=93XaXQu8wrg,Archimedes Division,987,2342,7211,9126,5516,9408,50,33,217,169
https://www.youtube.com/watch?v=i2ZXn3jJgwU,Archimedes Division,10120,9126,3489,5516,836,2638,19,37,99,195
https://www.youtube.com/watch?v=sNOEPL7dFPk,Archimedes Division,9408,11,2052,5216,2341,1076,36,30,228,170
https://www.youtube.com/watch?v=1uGk23Vb95s,Archimedes Division,9583,4329,4,3132,1923,6014,26,23,117,141
https://www.youtube.com/watch?v=Rk8KTfijuuE,Archimedes Division,7211,2601,6369,4028,2590,2231,36,30,249,250
https://www.youtube.com/watch?v=uLkk8m1qH3E,Archimedes Division,1629,2851,3767,6548,1197,5298,37,54,203,206
https://www.youtube.com/watch?v=DURMr2vXsIE,Archimedes Division,604,6358,3940,4400,2106,2338,47,51,246,269
https://www.youtube.com/watch?v=HKc132R9NtU,Archimedes Division,604,6358,3940,4400,2106,2338,47,51,246,269
https://www.youtube.com/watch?v=oQkTW_Fl-qY,Archimedes Division,1756,604,2106,4028,5298,4788,40,30,240,199
https://www.youtube.com/watch?v=uP8v_kCTF0w,Archimedes Division,6548,5951,3132,117,386,5801,30,19,174,173
https://www.youtube.com/watch?v=fYhQmJFZwyg,Archimedes Division,2341,3182,6369,1114,4391,10120,13,47,166,260
https://www.youtube.com/watch?v=NlwnqsBy5jM,Archimedes Division,2851,2338,4143,2638,5216,7522,47,34,217,196
https://www.youtube.com/watch?v=LnnMs9-aZ1s,Archimedes Division,1701,4400,9234,1629,2052,1987,47,40,198,202
https://www.youtube.com/watch?v=9PAo0-j4wCE,Archimedes Division,1197,1511,1727,836,1732,8044,30,71,197,239
https://www.youtube.com/watch?v=kBBrZlOveu0,Archimedes Division,10466,2601,6014,4146,839,11,15,34,113,184
https://www.youtube.com/watch?v=4XagN3Q1oXs,Archimedes Division,5298,386,5216,1511,6358,10466,40,23,151,137
https://www.youtube.com/watch?v=P_RoDHCHIks,Archimedes Division,2935,1076,9459,597,9126,4270,23,23,154,131
https://www.youtube.com/watch?v=qJXkFP6pLck,Archimedes Division,3880,4585,766,9583,9576,5516,16,33,46,116
https://www.youtube.com/watch?v=jkWXwHy_YPc,Archimedes Division,4329,3767,2590,6340,1756,9408,44,23,185,224
https://www.youtube.com/watch?v=owO7M1mqiAs,Archimedes Division,341,2637,4028,3620,2342,3940,62,33,237,217
https://www.youtube.com/watch?v=Y0-szh0X6xs,Archimedes Division,6358,2481,987,2231,4,2834,59,40,248,233
https://www.youtube.com/watch?v=pgLOGubIzbQ,Archimedes Division,1923,604,7211,3489,5990,10079,51,30,207,172
https://www.youtube.com/watch?v=YAIKcSGW-DE,Archimedes Division,386,1114,3182,4143,836,4400,44,44,177,241
https://www.youtube.com/watch?v=rmkJ3uLLA6k,Archimedes Division,117,5216,10120,4146,9234,8044,16,30,110,157
https://www.youtube.com/watch?v=w3DRjmENQDU,Archimedes Division,9126,4788,3132,11,10466,2851,30,19,216,160
https://www.youtube.com/watch?v=4QPQrk4UNRk,Archimedes Division,1987,1727,2338,5801,597,2601,57,26,249,141
https://www.youtube.com/watch?v=2jNBHaafP5I,Archimedes Division,8044,3132,2106,1629,4143,2601,51,23,223,163
https://www.youtube.com/watch?v=S9rERdauMQ4,Archimedes Division,6369,1701,1511,4585,9408,2106,51,30,249,154
https://www.youtube.com/watch?v=grh9DxXbhKc,Archimedes Division,9576,2637,3940,4270,1629,6340,37,51,185,184
https://www.youtube.com/watch?v=77bS9CZyUEc,Archimedes Division,2342,2231,1197,2638,1076,4,58,27,269,141
https://www.youtube.com/watch?v=QpnBtnWmCCc,Archimedes Division,341,3489,6358,3880,1756,4391,30,19,190,177
https://www.youtube.com/watch?v=mBAYr2y97fY,Archimedes Division,604,5516,2834,6014,9459,2590,65,13,227,107
https://www.youtube.com/watch?v=Y3X0dYnvJc8,Archimedes Division,4028,2935,2481,5951,1923,3767,55,58,212,231
https://www.youtube.com/watch?v=W8_a8FLp2uQ,Archimedes Division,839,3620,10079,987,5298,2052,51,44,225,186
https://www.youtube.com/watch?v=zMqVU4EcSI8,Archimedes Division,1732,2341,9583,5990,7211,7522,30,33,160,199
https://www.youtube.com/watch?v=RvZyYv08EFI,Archimedes Division,6548,766,9126,2601,1511,4329,30,37,102,163
https://www.youtube.com/watch?v=J7lUSA78vSI,Archimedes Division,3132,4270,4585,5216,6340,836,37,51,176,230
https://www.youtube.com/watch?v=X4mFR3DZzhs,Archimedes Division,2052,7522,3880,3182,117,2590,23,16,152,151
https://www.youtube.com/watch?v=OlCpKnfdLvU,Archimedes Division,3940,10120,9234,386,1076,2851,26,37,143,173
https://www.youtube.com/watch?v=c2pY-1LF0r8,Archimedes Division,2637,11,1756,4,4143,3182,22,37,186,144
https://www.youtube.com/watch?v=dB0_buT45tU,Archimedes Division,6369,9459,1629,2638,3880,4788,58,17,178,161
https://www.youtube.com/watch?v=zZjIwYT5ugE,Archimedes Division,604,9408,3489,10466,2481,1987,16,52,183,229
https://www.youtube.com/watch?v=ijFKII-zAko,Archimedes Division,5516,2935,2231,1701,4146,1727,44,34,183,205
https://www.youtube.com/watch?v=RnfY6rSpbkI,Archimedes Division,5990,5951,9576,8044,597,6358,54,31,252,195
https://www.youtube.com/watch?v=fkWSdepIyJg,Archimedes Division,10079,5801,4028,4391,2834,4400,43,44,215,222
https://www.youtube.com/watch?v=HVGOzVrdmLg,Archimedes Division,2341,3620,1923,6548,2590,2106,47,37,147,140
https://www.youtube.com/watch?v=ZuAMvzAgYp0,Archimedes Division,7522,6014,2342,766,1114,5298,16,19,141,162
https://www.youtube.com/watch?v=JC4EFpl8JOo,Archimedes Division,2338,7211,1732,341,2052,4329,51,40,223,229
https://www.youtube.com/watch?v=hTdQlkid6FE,Archimedes Division,766,5801,2638,2341,2935,839,43,30,180,174
https://www.youtube.com/watch?v=MVTyernRYbM,Archimedes Division,117,987,839,1197,9583,3767,40,47,168,225
https://www.youtube.com/watch?v=XNuNSqxHdk8,Archimedes Division,836,9408,6369,2851,2601,2637,51,30,240,171
https://www.youtube.com/watch?v=qVWqVcDFju4,Archimedes Division,3880,3940,1987,4,5216,9126,47,33,202,145
https://www.youtube.com/watch?v=hz2LW36c3u0,Archimedes Division,2481,4585,5516,1076,3132,3182,49,27,195,159
https://www.youtube.com/watch?v=I18em5JcXzs,Archimedes Division,1756,8044,2638,1701,604,5801,30,58,241,237
https://www.youtube.com/watch?v=46VwLG0VlYI,Archimedes Division,11,10120,5990,4391,1727,2590,47,39,213,238
https://www.youtube.com/watch?v=Hi7OVea04zM,Archimedes Division,5298,2106,9459,5951,9234,3489,37,33,149,133
https://www.youtube.com/watch?v=NVy_5b6KxYg,Archimedes Division,3620,6340,6014,6358,1732,2935,33,40,172,194
https://www.youtube.com/watch?v=TAcoZxyremQ,Archimedes Division,987,3767,386,766,2341,597,55,30,196,137
https://www.youtube.com/watch?v=gv4D_Psl15U,Archimedes Division,1197,4788,1923,7522,4400,341,51,37,219,210
https://www.youtube.com/watch?v=Fu6on_hmhOY,Archimedes Division,5951,1197,1114,2338,10120,1701,44,47,223,174
https://www.youtube.com/watch?v=cs4GhF2NJ1E,Archimedes Division,839,7211,10466,1114,2834,1629,33,51,196,223
https://www.youtube.com/watch?v=DNiq_kB3ViE,Archimedes Division,2052,9576,4146,2342,4028,6548,15,40,168,181
https://www.youtube.com/watch?v=C4xiOIRAohI,Archimedes Division,4270,117,9583,1511,10079,2338,30,58,166,253
https://www.youtube.com/watch?v=OQoOUmEovqk,Archimedes Division,4329,2231,2851,4143,4585,604,37,51,173,200
https://www.youtube.com/watch?v=x89puIrgWoM,Archimedes Division,836,5298,3182,5801,9408,5990,20,51,165,226
https://www.youtube.com/watch?v=M21X0Up4iP4,Archimedes Division,2106,4391,5216,6014,2638,2481,47,45,184,171
https://www.youtube.com/watch?v=COPnj-pqzzU,Archimedes Division,2590,6358,11,1732,1701,766,17,40,143,237
https://www.youtube.com/watch?v=PwMs8cg-9ss,Archimedes Division,1076,6340,9234,1923,3880,987,47,37,190,188
https://www.youtube.com/watch?v=uF26F_nZjXs,Archimedes Division,3132,597,4400,341,10120,839,51,30,186,218
https://www.youtube.com/watch?v=mV3AuTwZLic,Archimedes Division,386,1987,2834,2342,6369,2935,40,48,211,175
https://www.youtube.com/watch?v=Cm_DrLc8ihs,Archimedes Division,1727,6014,10079,9234,6369,2481,37,56,143,200
https://www.youtube.com/watch?v=TqG15iOtkGI,Archimedes Division,1114,9583,9126,1727,8044,4028,30,47,141,248
https://www.youtube.com/watch?v=hqfGp1XPHQg,Archimedes Division,10466,2231,6548,4270,1756,1197,47,51,188,232
https://www.youtube.com/watch?v=BjFzARefENc,Archimedes Division,4143,3940,5951,4788,2052,7211,51,24,216,229
https://www.youtube.com/watch?v=HEYIqmVBCMc,Archimedes Division,9576,9459,2601,3767,10079,7522,23,37,165,191
https://www.youtube.com/watch?v=U0rPCy6gMRg,Archimedes Division,5516,1629,4,3620,117,1511,40,39,191,208
https://www.youtube.com/watch?v=WdVlhx4PCak,Archimedes Division,3489,2637,4146,2338,4329,2341,16,44,68,147
https://www.youtube.com/watch?v=Bdada884C1I,Archimedes Division,6014,341,2851,3182,987,1701,30,48,213,215
https://www.youtube.com/watch?v=ZQREW4CuQ1M,Archimedes Division,6340,1732,604,597,2342,10120,37,33,210,182
https://www.youtube.com/watch?v=Ig1LaMUaO4Y,Archimedes Division,9234,2590,4585,839,9126,5801,20,37,92,215
https://www.youtube.com/watch?v=Z1GNE9-pgOU,Archimedes Division,4400,6369,1076,9583,10466,1756,58,19,248,134
https://www.youtube.com/watch?v=MAiczEq_MhM,Archimedes Division,4,4400,9576,2851,3489,1732,40,27,197,187
https://www.youtube.com/watch?v=FYpc5jvBWsg,Archimedes Division,2834,5990,5298,2052,2638,3132,54,26,208,198
https://www.youtube.com/watch?v=d63SMnzBTLQ,Archimedes Division,8044,7522,9408,3940,6548,2935,51,58,239,211
https://www.youtube.com/watch?v=5CPuyvYq1eA,Archimedes Division,1727,4,836,5951,766,1629,40,47,178,214
https://www.youtube.com/watch?v=GFURdOs-CyE,Archimedes Division,10079,2231,3880,2106,11,1114,51,58,205,241
https://www.youtube.com/watch?v=07yePLp9PUs,Archimedes Division,7211,1511,4146,9459,1197,2637,18,44,145,184
https://www.youtube.com/watch?v=RvMRvRT9X-Q,Archimedes Division,1987,4028,5516,2341,6358,4270,51,34,194,177
https://www.youtube.com/watch?v=IZfyZSCvX1g,Archimedes Division,5216,4788,4143,3767,3489,3620,34,51,216,169
https://www.youtube.com/watch?v=mrBfbZyPJqE,Archimedes Division,1923,4329,386,4391,2601,117,30,36,134,180
https://www.youtube.com/watch?v=-jjFjTDAEdI,Archimedes Division,2481,2338,9126,5298,9576,1732,63,37,235,201
https://www.youtube.com/watch?v=gj3TbpBf28Y,Archimedes Division,2638,9234,6548,597,3182,9583,20,16,141,118
https://www.youtube.com/watch?v=6sjIPdY-VSo,Archimedes Division,9459,3620,4329,2231,1987,9583,37,37,161,205
https://www.youtube.com/watch?v=CYc-NURdHNI,Archimedes Division,4585,987,1756,10120,2935,1629,40,40,196,168
https://www.youtube.com/watch?v=5MBfoA18z8w,Archimedes Division,2590,10466,10079,4,341,3940,19,40,127,240
https://www.youtube.com/watch?v=FHaFSG5GZn4,Archimedes Division,766,1727,2637,2834,2106,1076,20,51,173,190
https://www.youtube.com/watch?v=cuzlHdBskH4,Archimedes Division,4146,5801,9459,1114,2851,6358,27,41,175,210
https://www.youtube.com/watch?v=ASgh-7VFJ4s,Archimedes Division,7522,4028,5951,3132,3880,1511,55,30,225,157
https://www.youtube.com/watch?v=Le0n2AV3Hok,Archimedes Division,1987,4391,2342,7211,3767,836,58,50,279,253
https://www.youtube.com/watch?v=07a6dJ0ml18,Archimedes Division,117,2481,6340,1701,4143,2341,43,37,237,182
https://www.youtube.com/watch?v=ZGPvR64Kqvg,Archimedes Division,2601,1197,11,3620,9576,604,51,58,216,232
https://www.youtube.com/watch?v=tV4suad2SgY,Archimedes Division,9408,2338,4788,2231,839,1923,52,37,241,247
https://www.youtube.com/watch?v=tdpQax4HqCk,Archimedes Division,4270,2052,3489,6014,8044,386,23,30,106,154
https://www.youtube.com/watch?v=Q_sNxjxU7tI,Archimedes Division,341,9408,4270,4400,836,604,26,65,236,283
https://www.youtube.com/watch?v=0IIE6JR1QWQ,Archimedes Division,8044,3940,2481,1114,2052,1701,50,58,261,247
https://www.youtube.com/watch?v=5-c_rN1FamM,Archimedes Division,4400,836,604,4391,2231,2338,48,65,234,269
